lab,subid,trial_type,stimulus,trial_num,looking_time,total_trial_time,trial_error,trial_error_type,notes
babylab-reading,MB1,training ,train1,-1,2,2,Yes,Program Error ,
babylab-reading,MB1,training ,train2,-2,5.62,8.24,noerror,NA,
babylab-reading,MB1,IDS,IDS1,1,12.12,18,noerror,NA,
babylab-reading,MB1,ADS,ADS1,2,3.03,5.33,noerror,NA,
babylab-reading,MB1,IDS,IDS2,3,8.03,18,noerror,NA,
babylab-reading,MB1,ADS,ADS2,4,6.23,15.26,noerror,NA,
babylab-reading,MB1,ADS,ADS3,5,2.25,7.16,noerror,NA,
babylab-reading,MB1,IDS,IDS3,6,5.02,7.58,noerror,NA,
babylab-reading,MB1,IDS,IDS4,7,2.16,4.16,error,Child Began to Cry,
babylab-reading,MB1,ADS,ADS4,8,5.77,8.58,noerror,NA,
babylab-reading,MB1,ADS,ADS5,9,2.56,5.08,noerror,NA,
babylab-reading,MB1,IDS,IDS5,10,1.34,4.28,noerror,NA,
babylab-reading,MB1,ADS,ADS6,11,9.6,18,noerror,NA,
babylab-reading,MB1,IDS,IDS6,12,1.97,4.65,noerror,NA,
babylab-reading,MB1,IDS,IDS7,13,11.12,18,noerror,NA,
babylab-reading,MB1,ADS,ADS7,14,0.25,3.77,noerror,NA,
babylab-reading,MB1,ADS,ADS8,15,17.2,18,noerror,NA,
babylab-reading,MB1,IDS,IDS8,16,8.37,12.31,noerror,NA,
babylab-reading,MB2,training ,train2,-1,16.04,18,noerror,NA,
babylab-reading,MB2,training,train1,-2,18,18,noerror,NA,
babylab-reading,MB2,ADS,ADS1,1,7.98,11.38,noerror,NA,
babylab-reading,MB2,IDS,IDS1,2,17.04,18,noerror,NA,
babylab-reading,MB2,ADS,ADS2,3,18,18,noerror,NA,
babylab-reading,MB2,IDS,IDS2,4,18,18,noerror,NA,
babylab-reading,MB2,IDS,IDS3,5,18,18,noerror,NA,
babylab-reading,MB2,ADS,ADS3,6,18,18,noerror,NA,
babylab-reading,MB2,ADS,ADS4,7,11.02,15.69,noerror,NA,
babylab-reading,MB2,IDS,IDS4,8,1.44,3.88,noerror,NA,
babylab-reading,MB2,IDS,IDS5,9,15.44,18,noerror,NA,
babylab-reading,MB2,ADS,ADS5,10,5.29,7.85,noerror,NA,
babylab-reading,MB2,IDS,IDS6,11,16.03,18,noerror,NA,
babylab-reading,MB2,ADS,ADS6,12,3.16,5.43,noerror,NA,
babylab-reading,MB2,ADS,ADS7,13,5.52,7.82,noerror,NA,
babylab-reading,MB2,IDS,IDS7,14,5.87,9.53,noerror,NA,
babylab-reading,MB2,IDS,IDS8,15,3.12,9.39,noerror,NA,
babylab-reading,MB2,ADS,ADS8,16,7.69,13.41,noerror,NA,
babylab-reading,MB3,training,train1,-1,2,2,error,Child moved from parent's lap,
babylab-reading,MB3,training,train2,-2,1.77,7.49,error,Child moved from parent's lap,
babylab-reading,MB3,IDS,IDS1,1,2.29,7.3,error,Child moved from parent's lap,
babylab-reading,MB3,ADS,ADS1,2,8.64,18,error,Child was restless,
babylab-reading,MB3,IDS,IDS2,3,9.63,12.39,error,Child was restless,
babylab-reading,MB3,ADS,ADS2,4,4.23,9.79,error,Child was restless,
babylab-reading,MB3,ADS,ADS3,5,NC,NC,error,Experiment ended early,
babylab-reading,MB3,IDS,IDS3,6,NC,NC,error,Experiment ended early,
babylab-reading,MB3,IDS,IDS4,7,NC,NC,error,Experiment ended early,
babylab-reading,MB3,ADS,ADS4,8,NC,NC,error,Experiment ended early,
babylab-reading,MB3,ADS,ADS5,9,NC,NC,error,Experiment ended early,
babylab-reading,MB3,IDS,IDS5,10,NC,NC,error,Experiment ended early,
babylab-reading,MB3,ADS,ADS6,11,NC,NC,error,Experiment ended early,
babylab-reading,MB3,IDS,IDS6,12,NC,NC,error,Experiment ended early,
babylab-reading,MB3,IDS,IDS7,13,NC,NC,error,Experiment ended early,
babylab-reading,MB3,ADS,ADS7,14,NC,NC,error,Experiment ended early,
babylab-reading,MB3,ADS,ADS8,15,NC,NC,error,Experiment ended early,
babylab-reading,MB3,IDS,IDS8,16,NC,NC,error,Experiment ended early,
babylab-reading,MB4,training,train1,-2,13.6,18,error,Child was distracted,Mother insisted on older son being in the testing booth and he was distracting his brother 
babylab-reading,MB4,training,train2,-1,15.18,18,noerror,NA,
babylab-reading,MB4,IDS,IDS5,1,6.34,13.22,noerror,NA,
babylab-reading,MB4,ADS,ADS5,2,15.04,18,noerror,NA,
babylab-reading,MB4,ADS,ADS7,3,6.55,9.89,error,Child was distracted,Brother began to play with mother's headphones
babylab-reading,MB4,IDS,IDS7,4,7.93,9.34,error,Child was distracted,Brother began to get mothers attention 
