lab,subid,trial_type,stimulus,trial_num,looking_time,total_trial_time,trial_error,trial_error_type,notes
irl-concordia,MB12_S01,training,train1,-2,5.67,18.057,noerror,NA,NA
irl-concordia,MB12_S01,training,train2,-1,1.02,18.067,error,trial should have ended earlier,NA
irl-concordia,MB12_S01,IDS,IDS1,1,9.5,18.03,noerror,NA,NA
irl-concordia,MB12_S01,ADS,ADS1,2,0.9,18.055,error,trial should have ended earlier,NA
irl-concordia,MB12_S01,IDS,IDS2,3,1.3,18.054,error,trial should have ended earlier,NA
irl-concordia,MB12_S01,ADS,ADS2,4,3.91,18.057,error,trial should have ended earlier,NA
irl-concordia,MB12_S01,ADS,ADS3,5,1.43,18.032,error,trial should have ended earlier,NA
irl-concordia,MB12_S01,IDS,IDS3,6,5.83,18.052,error,trial should have ended earlier,NA
irl-concordia,MB12_S01,IDS,IDS4,7,0.6,18.06,error,trial should have ended earlier,NA
irl-concordia,MB12_S01,ADS,ADS4,8,1.45,18.061,error,experimenter began trial too early,NA
irl-concordia,MB12_S01,ADS,ADS5,9,7.01,18.042,error,trial should have ended earlier,NA
irl-concordia,MB12_S01,IDS,IDS5,10,0,18.036,error,trial should have ended earlier,NA
irl-concordia,MB12_S01,ADS,ADS6,11,0,18.052,error,trial should have ended earlier,NA
irl-concordia,MB12_S01,IDS,IDS6,12,0,18.064,error,experimenter began trial too early,NA
irl-concordia,MB12_S01,IDS,IDS7,13,0,2.142,error,experimenter ended trial too early,NA
irl-concordia,MB12_S01,ADS,ADS7,14,0,18.066,error,trial should have ended earlier,NA
irl-concordia,MB12_S01,ADS,ADS8,15,0,18.06,error,experimenter began trial too early,NA
irl-concordia,MB12_S01,IDS,IDS8,16,0.57,14.888,error,experimenter began trial too early,NA
irl-concordia,MB12_S02,training,train1,-2,5.03,9.093,noerror,NA,NA
irl-concordia,MB12_S02,training,train2,-1,2.75,7.563,noerror,NA,NA
irl-concordia,MB12_S02,IDS,IDS5,1,11.66,18.06,noerror,NA,NA
irl-concordia,MB12_S02,ADS,ADS5,2,2.75,2.781,error,experimenter ended trial too early,NA
irl-concordia,MB12_S02,ADS,ADS7,3,3.17,8.985,error,trial should have ended earlier,NA
irl-concordia,MB12_S02,IDS,IDS7,4,10.43,18.053,noerror,NA,NA
irl-concordia,MB12_S02,ADS,ADS1,5,4.1,7.935,noerror,NA,NA
irl-concordia,MB12_S02,IDS,IDS1,6,7.06,15.815,noerror,NA,NA
irl-concordia,MB12_S02,ADS,ADS3,7,5.88,15.926,noerror,NA,NA
irl-concordia,MB12_S02,IDS,IDS3,8,10.91,17.778,noerror,NA,NA
irl-concordia,MB12_S02,ADS,ADS2,9,0,12.724,error,tracking error,NA
irl-concordia,MB12_S02,IDS,IDS2,10,14.38,18.055,noerror,NA,NA
irl-concordia,MB12_S02,IDS,IDS4,11,1,5.218,noerror,NA,NA
irl-concordia,MB12_S02,ADS,ADS4,12,5.46,12.013,noerror,NA,NA
irl-concordia,MB12_S02,IDS,IDS6,13,1.02,7.587,error,experimenter began trial too early,NA
irl-concordia,MB12_S02,ADS,ADS6,14,1.07,9.426,noerror,NA,NA
irl-concordia,MB12_S02,IDS,IDS8,15,1.82,6.719,error,experimenter began trial too early,NA
irl-concordia,MB12_S02,ADS,ADS8,16,2.3,8.31,noerror,NA,NA
irl-concordia,MB12_S03,training,train1,-2,2.19,6.655,noerror,NA,NA
irl-concordia,MB12_S03,training,train2,-1,0,8.405,error,experimenter began trial too early,NA
irl-concordia,MB12_S03,IDS,IDS1,1,0,8.231,error,tracking error,NA
irl-concordia,MB12_S03,ADS,ADS1,2,1.83,10.476,error,experimenter began trial too early; trial should have ended earlier,NA
irl-concordia,MB12_S03,IDS,IDS2,3,NA,NA,error,"fussy, trial not watched",NA
irl-concordia,MB12_S03,ADS,ADS2,4,NA,NA,error,"fussy, trial not watched",NA
irl-concordia,MB12_S03,ADS,ADS3,5,NA,NA,error,"fussy, trial not watched",NA
