lab,subid,trial_type,stimulus,trial_num,looking_time,total_trial_time,trial_error,trial_error_type,notes
isplab-mcgill,m11,training,train1,-2,13.89,17.97,noerror,NA,NA
isplab-mcgill,m11,training,train2,-1,3.81,5.81,noerror,NA,NA
isplab-mcgill,m11,IDS,IDS5,1,7.71,11.78,noerror,NA,NA
isplab-mcgill,m11,ADS,ADS5,2,15.5,18,noerror,NA,NA
isplab-mcgill,m11,ADS,ADS7,3,NC,NC,error,technical error,NA
isplab-mcgill,m11,IDS,IDS7,4,3.96,5.96,noerror,NA,NA
isplab-mcgill,m11,ADS,ADS1,5,8.9,13.35,noerror,NA,NA
isplab-mcgill,m11,IDS,IDS1,6,7.45,11.17,noerror,NA,NA
isplab-mcgill,m11,ADS,ADS3,7,0.99,4.12,error,experimenter error,NA
isplab-mcgill,m11,IDS,IDS3,8,1.86,3.86,error,fussy,NA
isplab-mcgill,m11,ADS,ADS2,9,2.82,5.24,error,fussy,NA
isplab-mcgill,m11,IDS,IDS2,10,5.46,10.76,error,fussy,NA
isplab-mcgill,m11,IDS,IDS4,11,2.86,6.66,noerror,NA,NA
isplab-mcgill,m11,ADS,ADS4,12,3.97,6.34,noerror,NA,NA
isplab-mcgill,m11,IDS,IDS6,13,3.98,5.98,error,fussy,NA
isplab-mcgill,m11,ADS,ADS6,14,4.72,8.02,noerror,NA,NA
isplab-mcgill,m11,IDS,IDS8,15,3.59,7.25,error,parental interference,parent kisses child
isplab-mcgill,m11,ADS,ADS8,16,4.02,6.02,error,fussy,NA
isplab-mcgill,m12,training,train1,-2,14.53,18.03,noerror,NA,NA
isplab-mcgill,m12,training,train2,-1,4.28,6.29,noerror,NA,NA
isplab-mcgill,m12,ADS,ADS5,1,15.41,18.02,noerror,NA,NA
isplab-mcgill,m12,IDS,IDS5,2,1.35,3.35,noerror,NA,NA
isplab-mcgill,m12,IDS,IDS7,3,16.22,18.03,noerror,NA,NA
isplab-mcgill,m12,ADS,ADS7,4,6.22,9.84,noerror,NA,NA
isplab-mcgill,m12,IDS,IDS1,5,13.9,15.9,noerror,NA,NA
isplab-mcgill,m12,ADS,ADS1,6,1.22,3.23,error,fussy,child starts to get fussy between trials 5 and 6
isplab-mcgill,m12,IDS,IDS3,7,12.47,17.49,noerror,NA,NA
isplab-mcgill,m12,ADS,ADS3,8,8.88,12.27,noerror,NA,NA
isplab-mcgill,m12,IDS,IDS2,9,7.01,9.92,noerror,NA,NA
isplab-mcgill,m12,ADS,ADS2,10,4.26,6.26,noerror,NA,NA
isplab-mcgill,m12,ADS,ADS4,11,4.07,6.07,noerror,NA,NA
isplab-mcgill,m12,IDS,IDS4,12,18.03,18.03,noerror,NA,NA
isplab-mcgill,m12,ADS,ADS6,13,3.27,6.61,noerror,NA,NA
isplab-mcgill,m12,IDS,IDS6,14,5.02,7.02,noerror,NA,NA
isplab-mcgill,m12,ADS,ADS8,15,6.21,8.21,noerror,NA,NA
isplab-mcgill,m12,IDS,IDS8,16,1.88,3.88,noerror,NA,NA
isplab-mcgill,m13,training,train1,-2,15.17,18.01,noerror,NA,NA
