lab,subid,trial_type,stimulus,trial_num,looking_time,total_trial_time,trial_error,trial_error_type,notes
babylab-leiden,MB-01B,training,train1,-2,NC,NC,error,the baby did not fixate on the green light,NA
babylab-leiden,MB-01B,training,train2,-1,18.06,18.06,noerror,NA,the head is turned but the baby is looking up
babylab-leiden,MB-01B,IDS,IDS1,1,NC,NC,error,the baby did not fixate on the green light,NA
babylab-leiden,MB-01B,ADS,ADS1,2,15.37,16.85,noerror,NA,NA
babylab-leiden,MB-01B,IDS,IDS2,3,1.83,3.99,noerror,NA,NA
babylab-leiden,MB-01B,ADS,ADS2,4,5.48,8,noerror,NA,NA
babylab-leiden,MB-01B,ADS,ADS3,5,4.64,8.55,noerror,NA,NA
babylab-leiden,MB-01B,IDS,IDS3,6,9.77,11.93,noerror,NA,NA
babylab-leiden,MB-01B,IDS,IDS4,7,1.88,5.57,noerror,NA,NA
babylab-leiden,MB-01B,ADS,ADS4,8,0.48,3.20,noerror,NA,NA
babylab-leiden,MB-01B,ADS,ADS5,9,0,2.46,error,too fussy,NA
babylab-leiden,MB-01B,IDS,IDS5,10,1.11,3.19,noerror,NA,NA
babylab-leiden,MB-01B,ADS,ADS6,11,1.04,4.98,noerror,NA,NA
babylab-leiden,MB-01B,IDS,IDS6,12,4.52,7.26,noerror,NA,NA
babylab-leiden,MB-01B,IDS,IDS7,13,NC,NC,error,the baby did not fixate on the green light,NA
babylab-leiden,MB-01B,ADS,ADS7,14,NC,NC,error,experiment ended early,NA
babylab-leiden,MB-01B,ADS,ADS8,15,NC,NC,error,experiment ended early,NA
babylab-leiden,MB-01B,IDS,IDS8,16,NC,NC,error,experiment ended early,NA
babylab-leiden,MB-02B,training,train2,-2,6.719,9.12,noerror,NA,NA
babylab-leiden,MB-02B,training,train1,-1,16.118,18.00,noerror,NA,NA
babylab-leiden,MB-02B,ADS,ADS1,1,6.8,10.29,noerror,NA,NA
babylab-leiden,MB-02B,IDS,IDS1,2,14.047,17.49,noerror,NA,NA
babylab-leiden,MB-02B,ADS,ADS2,3,3.013,5.33,noerror,NA,NA
babylab-leiden,MB-02B,IDS,IDS2,4,11.84,15.80,noerror,NA,NA
babylab-leiden,MB-02B,IDS,IDS3,5,4,6.93,noerror,NA,NA
babylab-leiden,MB-02B,ADS,ADS3,6,3.873,8.19,noerror,NA,NA
babylab-leiden,MB-02B,ADS,ADS4,7,2.431,6.68,noerror,NA,NA
babylab-leiden,MB-02B,IDS,IDS4,8,3.00,5.36,noerror,NA,NA
babylab-leiden,MB-02B,IDS,IDS5,9,2.758,5.84,noerror,NA,NA
babylab-leiden,MB-02B,ADS,ADS5,10,2.523,5.83,noerror,NA,NA
babylab-leiden,MB-02B,IDS,IDS6,11,1.34,4.85,noerror,NA,NA
babylab-leiden,MB-02B,ADS,ADS6,12,4.608,7.17,noerror,NA,NA
babylab-leiden,MB-02B,ADS,ADS7,13,0.36,2.60,noerror,NA,NA
babylab-leiden,MB-02B,IDS,IDS7,14,6.76,11.21,noerror,NA,NA
babylab-leiden,MB-02B,IDS,IDS8,15,2.96,7.59,noerror,NA,NA
babylab-leiden,MB-02B,ADS,ADS8,16,1.65,4.13,noerror,NA,NA
babylab-leiden,MB-03B,training,train1,-2,18.07,18.07,noerror,NA,NA
babylab-leiden,MB-03B,training,train2,-1,6.74,10.23,noerror,NA,NA
babylab-leiden,MB-03B,IDS,IDS5,1,16.33,17.45,noerror,NA,NA
babylab-leiden,MB-03B,ADS,ADS5,2,10.32,15.56,noerror,NA,NA
babylab-leiden,MB-03B,ADS,ADS7,3,7.08,10.8,noerror,NA,NA
babylab-leiden,MB-03B,IDS,IDS7,4,2.6,4.6,noerror,NA,NA
babylab-leiden,MB-03B,ADS,ADS1,5,8.17,12.05,noerror,NA,NA
babylab-leiden,MB-03B,IDS,IDS1,6,11.46,13.98,noerror,NA,NA
babylab-leiden,MB-03B,ADS,ADS3,7,9.44,13.34,noerror,NA,NA
babylab-leiden,MB-03B,IDS,IDS3,8,11.23,14.09,noerror,NA,NA
babylab-leiden,MB-03B,ADS,ADS2,9,2.54,5.58,noerror,NA,NA
babylab-leiden,MB-03B,IDS,IDS2,10,3.61,7.74,noerror,NA,NA
babylab-leiden,MB-03B,IDS,IDS4,11,1.45,4.37,noerror,NA,NA
babylab-leiden,MB-03B,ADS,ADS4,12,1.16,4.33,noerror,NA,NA
babylab-leiden,MB-03B,IDS,IDS6,13,15.14,17.69,noerror,NA,NA
babylab-leiden,MB-03B,ADS,ADS6,14,2.76,5.04,noerror,NA,NA
babylab-leiden,MB-03B,IDS,IDS8,15,6.02,9.43,noerror,NA,NA
babylab-leiden,MB-03B,ADS,ADS8,16,2,6.35,noerror,NA,NA
babylab-leiden,MB-04B,training,train2,-2,17.98,17.98,noerror,NA,NA
babylab-leiden,MB-04B,training,train1,-1,0.68,2.96,noerror,NA,NA
babylab-leiden,MB-04B,ADS,ADS5,1,14.97,16.96,noerror,NA,NA
babylab-leiden,MB-04B,IDS,IDS5,2,7.68,13.6,noerror,NA,NA
babylab-leiden,MB-04B,IDS,IDS7,3,9.18,11.75,noerror,NA,NA
babylab-leiden,MB-04B,ADS,ADS7,4,8.64,13.88,noerror,NA,NA
